wavelength(nm), Y
1600.39, -3.53052
1600.28, -3.53052
1600.17, -3.53052
1600.07, -3.53052
1599.96, -3.53053
1599.85, -3.53053
1599.75, -3.53054
1599.64, -3.53055
1599.53, -3.53055
1599.43, -3.53056
1599.32, -3.53057
1599.21, -3.53057
1599.11, -3.53058
1599, -3.53059
1598.9, -3.5306
1598.79, -3.5306
1598.68, -3.53061
1598.58, -3.53062
1598.47, -3.53062
1598.36, -3.53063
1598.26, -3.53064
1598.15, -3.53064
1598.04, -3.53065
1597.94, -3.53066
1597.83, -3.53066
1597.73, -3.53068
1597.62, -3.53069
1597.51, -3.53071
1597.41, -3.53073
1597.3, -3.53074
1597.19, -3.53076
1597.09, -3.53077
1596.98, -3.53079
1596.88, -3.5308
1596.77, -3.53082
1596.66, -3.53083
1596.56, -3.53085
1596.45, -3.53087
1596.35, -3.53088
1596.24, -3.5309
1596.13, -3.53091
1596.03, -3.53093
1595.92, -3.53094
1595.82, -3.53096
1595.71, -3.53097
1595.6, -3.53099
1595.5, -3.53102
1595.39, -3.53104
1595.29, -3.53107
1595.18, -3.53109
1595.07, -3.53112
1594.97, -3.53114
1594.86, -3.53117
1594.76, -3.53119
1594.65, -3.53122
1594.54, -3.53124
1594.44, -3.53126
1594.33, -3.53129
1594.23, -3.53131
1594.12, -3.53134
1594.02, -3.53136
1593.91, -3.53139
1593.8, -3.53141
1593.7, -3.53144
1593.59, -3.53146
1593.49, -3.53149
1593.38, -3.53152
1593.28, -3.53155
1593.17, -3.53158
1593.06, -3.53162
1592.96, -3.53165
1592.85, -3.53168
1592.75, -3.53171
1592.64, -3.53175
1592.54, -3.53178
1592.43, -3.53181
1592.33, -3.53184
1592.22, -3.53187
1592.11, -3.53191
1592.01, -3.53194
1591.9, -3.53197
1591.8, -3.532
1591.69, -3.53204
1591.59, -3.53207
1591.48, -3.5321
1591.38, -3.53213
1591.27, -3.53217
1591.16, -3.53221
1591.06, -3.53225
1590.95, -3.53229
1590.85, -3.53232
1590.74, -3.53236
1590.64, -3.5324
1590.53, -3.53244
1590.43, -3.53248
1590.32, -3.53252
1590.22, -3.53255
1590.11, -3.53259
1590.01, -3.53263
1589.9, -3.53267
1589.8, -3.53271
1589.69, -3.53275
1589.59, -3.53278
1589.48, -3.53282
1589.38, -3.53286
1589.27, -3.5329
1589.17, -3.53294
1589.06, -3.53298
1588.96, -3.53303
1588.85, -3.53307
1588.74, -3.53311
1588.64, -3.53315
1588.53, -3.5332
1588.43, -3.53324
1588.32, -3.53328
1588.22, -3.53333
1588.11, -3.53337
1588.01, -3.53341
1587.9, -3.53345
1587.8, -3.5335
1587.69, -3.53354
1587.59, -3.53358
1587.49, -3.53363
1587.38, -3.53367
1587.28, -3.53371
1587.17, -3.53375
1587.07, -3.5338
1586.96, -3.53384
1586.86, -3.53389
1586.75, -3.53394
1586.65, -3.53398
1586.54, -3.53403
1586.44, -3.53407
1586.33, -3.53412
1586.23, -3.53417
1586.12, -3.53421
1586.02, -3.53426
1585.91, -3.53431
1585.81, -3.53435
1585.7, -3.5344
1585.6, -3.53445
1585.49, -3.53449
1585.39, -3.53454
1585.29, -3.53459
1585.18, -3.53463
1585.08, -3.53468
1584.97, -3.53473
1584.87, -3.53477
1584.76, -3.53483
1584.66, -3.53488
1584.55, -3.53493
1584.45, -3.53498
1584.34, -3.53503
1584.24, -3.53508
1584.14, -3.53513
1584.03, -3.53518
1583.93, -3.53523
1583.82, -3.53528
1583.72, -3.53533
1583.61, -3.53538
1583.51, -3.53543
1583.4, -3.53549
1583.3, -3.53554
1583.2, -3.53559
1583.09, -3.53564
1582.99, -3.53569
1582.88, -3.53574
1582.78, -3.53579
1582.67, -3.53585
1582.57, -3.5359
1582.47, -3.53596
1582.36, -3.53602
1582.26, -3.53607
1582.15, -3.53613
1582.05, -3.53619
1581.95, -3.53624
1581.84, -3.5363
1581.74, -3.53636
1581.63, -3.53641
1581.53, -3.53647
1581.42, -3.53653
1581.32, -3.53658
1581.22, -3.53664
1581.11, -3.5367
1581.01, -3.53675
1580.9, -3.53681
1580.8, -3.53686
1580.7, -3.53692
1580.59, -3.53698
1580.49, -3.53705
1580.38, -3.53711
1580.28, -3.53717
1580.18, -3.53724
1580.07, -3.5373
1579.97, -3.53737
1579.86, -3.53743
1579.76, -3.5375
1579.66, -3.53756
1579.55, -3.53762
1579.45, -3.53769
1579.35, -3.53775
1579.24, -3.53782
1579.14, -3.53788
1579.03, -3.53795
1578.93, -3.53801
1578.83, -3.53807
1578.72, -3.53814
1578.62, -3.5382
1578.52, -3.53827
1578.41, -3.53834
1578.31, -3.53841
1578.2, -3.53849
1578.1, -3.53856
1578, -3.53863
1577.89, -3.53871
1577.79, -3.53878
1577.69, -3.53885
1577.58, -3.53893
1577.48, -3.539
1577.38, -3.53907
1577.27, -3.53915
1577.17, -3.53922
1577.06, -3.53929
1576.96, -3.53937
1576.86, -3.53944
1576.75, -3.53951
1576.65, -3.53959
1576.55, -3.53966
1576.44, -3.53973
1576.34, -3.53981
1576.24, -3.5399
1576.13, -3.53998
1576.03, -3.54006
1575.93, -3.54014
1575.82, -3.54023
1575.72, -3.54031
1575.62, -3.54039
1575.51, -3.54048
1575.41, -3.54056
1575.31, -3.54064
1575.2, -3.54072
1575.1, -3.54081
1575, -3.54089
1574.89, -3.54097
1574.79, -3.54106
1574.69, -3.54114
1574.58, -3.54122
1574.48, -3.5413
1574.38, -3.54139
1574.27, -3.54147
1574.17, -3.54156
1574.07, -3.54166
1573.96, -3.54175
1573.86, -3.54184
1573.76, -3.54193
1573.66, -3.54202
1573.55, -3.54211
1573.45, -3.54221
